class1,duration,flowBytesPerSecond,flowPktsPerSecond,max_active,max_biat,max_fiat,max_flowiat,max_idle,mean_active,mean_biat,mean_fiat,mean_flowiat,mean_idle,min_active,min_biat,min_fiat,min_flowiat,min_idle,std_active,std_biat,std_fiat,std_flowiat,std_idle,total_biat,total_fiat
VPN-CHAT,5282434.0,495.0369469832,5.6792001566,4917522.0,4915897.0,4886226.0,4884853.0,4884853.0,4917522.0,373545.5,377276.071428571,182152.896551724,4884853.0,4917522.0,33.0,11.0,9.0,4884853.0,0.0,,,905741.640198787,0.0,5229637.0,5281865.0
VPN-CHAT,14539698.0,1646.6641879357,8.1844891139,3072276.0,2131556.0,2066722.0,2066318.0,2066318.0,1718026.5,233583.629032258,264347.345454545,123217.779661017,1533887.25,1110559.0,27.0,4.0,4.0,1053074.0,665399.935672739,,,411027.402493464,415918.161968107,14482185.0,14539104.0
VPN-CHAT,5517674.0,1714.8530340865,8.8805536536,2565049.0,2563348.0,2562769.0,2561299.0,2561299.0,1821547.66666667,227722.833333333,239837.347826087,114951.541666667,1676203.66666667,1426287.0,28.0,5.0,5.0,1051944.0,644320.102589414,,,440347.545437351,787759.203538641,5465348.0,5516259.0
VPN-CHAT,9653073.0,306.3273218798,2.3826609412,6884745.0,6834396.0,6881689.0,6834396.0,6834396.0,4796665.5,964993.0,872321.636363636,438776.045454546,4745784.5,2708586.0,1.0,107.0,1.0,2657173.0,2952990.34821306,,,1535945.89862382,2953742.70982824,9649930.0,9595538.0
VPN-CHAT,10990897.0,1050.1417673189,5.0041411543,5575729.0,5571085.0,5569841.0,5569841.0,5569841.0,3562603.0,392532.035714286,439583.48,203535.12962963,3525742.33333333,2461105.0,0.0,53.0,0.0,2410556.0,1746001.10914383,,,883886.145075505,1772689.76983279,10990897.0,10989587.0
VPN-CHAT,2717119.0,573.7694962937,6.6246638443,2639206.0,2637655.0,2578649.0,2578362.0,2578362.0,2639206.0,331861.625,339603.5,159830.529411765,2578362.0,2639206.0,0.0,83.0,0.0,2578362.0,0.0,,,623560.085555275,0.0,2654893.0,2716828.0
VPN-CHAT,14534686.0,1315.1986909108,6.8112926554,3635969.0,3602571.0,3539258.0,3539258.0,3539258.0,2406924.16666667,295368.857142857,302799.4375,148313.12244898,2036482.5,1492228.0,0.0,64.0,0.0,1441933.0,751821.703080436,,,527716.977338882,787246.238794508,14473074.0,14534373.0
VPN-CHAT,14714569.0,5507.8745425707,25.8247455294,3189012.0,1314468.0,1314646.0,1314385.0,1314385.0,2437804.5,73572.845,82656.1516853933,38824.7203166227,1111110.0,1069280.0,0.0,24.0,0.0,1013789.0,970351.039429889,,,170958.041137186,141128.967793056,14714569.0,14712795.0
VPN-CHAT,14331320.0,6113.4633795073,28.1900062241,1286627.0,1270016.0,1270039.0,1269872.0,1269872.0,1286627.0,64847.149321267,79176.8729281768,35561.58808933,1269872.0,1286627.0,0.0,43.0,0.0,1269872.0,0.0,,,164418.226772101,0.0,14331220.0,14331014.0
VPN-CHAT,14751048.0,5796.6050954481,27.3878845761,9272041.0,1651098.0,1651322.0,1651004.0,1651004.0,4618653.0,69253.3192488263,78047.037037037,36603.0967741935,1407044.33333333,1416785.0,0.0,33.0,0.0,1161868.0,4123887.05461043,,,180119.857670012,244570.26972188,14750957.0,14750890.0
VPN-CHAT,14740377.0,6993.3760852928,32.0208906461,6767001.0,1050206.0,1050258.0,1050117.0,1050117.0,6767001.0,58952.616,67001.7136363636,31295.9171974522,1050117.0,6767001.0,0.0,25.0,0.0,1050117.0,0.0,,,150394.649303932,0.0,14738154.0,14740377.0
VPN-CHAT,14114211.0,5889.0999999929,28.6236333012,-1.0,931860.0,931888.0,931778.0,-1.0,0.0,65647.3023255814,75475.4652406417,35022.8560794045,0.0,-1.0,0.0,24.0,0.0,-1.0,0.0,,,161505.442698568,0.0,14114170.0,14113912.0
VPN-CHAT,8682240.0,4906.567890314,23.7265959015,8678698.0,1677740.0,1677971.0,1677690.0,1677690.0,8678698.0,76833.2743362832,95405.8571428572,42352.3902439024,1677690.0,8678698.0,0.0,38.0,0.0,1677690.0,0.0,,,198022.432190735,0.0,8682160.0,8681933.0
VPN-CHAT,14795482.0,752.1890804233,3.717351013,7564623.0,7557646.0,7557281.0,7556653.0,7556653.0,7371358.5,547980.814814815,567065.884615385,273990.407407407,7340086.0,7178094.0,0.0,61.0,0.0,7123519.0,273317.277023426,,,1399455.52563763,306271.988560822,14795482.0,14743713.0
VPN-CHAT,14866232.0,2527.8765998001,12.0407107867,6353436.0,5706468.0,5755259.0,5705943.0,5705943.0,3714669.25,159850.956989247,176976.285714286,83518.1573033708,3270547.5,1680387.0,0.0,5.0,0.0,1453447.0,2070079.9365691,,,557809.360373422,2060284.72692765,14866139.0,14866008.0
VPN-CHAT,14338862.0,4471.1358544353,20.3642381104,3366631.0,3356922.0,3357157.0,3356833.0,3356833.0,2044401.85714286,90180.6352201258,109454.595419847,49274.439862543,1599099.28571429,1188911.0,0.0,48.0,0.0,1083502.0,812099.943787284,,,280321.653796434,793024.745694444,14338721.0,14338552.0
VPN-CHAT,14574828.0,5930.7046367889,26.2781831799,2284095.0,1290869.0,1290875.0,1290770.0,1290770.0,1301724.0,71094.5414634146,82811.5227272727,38154.0,1149258.9,1052876.0,0.0,33.0,0.0,1046861.0,360661.336619734,,,195019.879153275,80631.2288563047,14574381.0,14574828.0
VPN-CHAT,14276177.0,6637.1410217175,29.1394537907,6906736.0,1100449.0,1100436.0,1100352.0,1100352.0,2522277.5,64343.9683257919,73969.0155440415,34400.4265060241,1066506.0,1024426.0,0.0,42.0,0.0,1018903.0,2923103.05160264,,,172393.81311444,35726.9123257711,14220017.0,14276020.0
VPN-CHAT,4955005.0,8020.7789901322,36.7305381125,4946701.0,2282628.0,2228539.0,2228539.0,2228539.0,4946701.0,52707.1489361702,57608.6976744186,27375.7182320442,2228539.0,4946701.0,0.0,43.0,0.0,2228539.0,0.0,,,193238.40109647,0.0,4954472.0,4954348.0
VPN-CHAT,63095.0,7575.8776448213,95.0946984706,-1.0,868.0,62413.0,62142.0,-1.0,0.0,476.5,31378.5,12619.0,0.0,-1.0,85.0,344.0,85.0,-1.0,0.0,,,27684.4123966899,0.0,953.0,62757.0
VPN-CHAT,14645527.0,807.6868794138,3.8919732967,8932615.0,8929607.0,8878659.0,8878549.0,8878549.0,4880682.0,505017.137931034,563276.0,261527.267857143,4838624.0,1445994.0,0.0,62.0,0.0,1386992.0,3781285.10455487,,,1314212.11376311,3780267.59124913,14645497.0,14645176.0
VPN-CHAT,14683351.0,2558.748340212,12.3268864171,5856331.0,1923865.0,1923973.0,1923837.0,1923837.0,2093774.0,159600.423913043,168769.850574713,81574.1722222222,1446682.14285714,1254842.0,0.0,63.0,0.0,1181836.0,1674542.21865027,,,307824.947114578,265212.426139833,14683239.0,14682977.0
VPN-CHAT,14999854.0,5116.7831366892,24.4669048112,2182200.0,1884680.0,1881995.0,1881995.0,1881995.0,1795531.25,78936.2688172043,83798.0670391061,40983.2076502732,1515707.25,1440217.0,0.0,42.0,0.0,1168894.0,316845.268263943,,,195756.350255507,296476.319150873,14682146.0,14999854.0
VPN-CHAT,14217830.0,6420.740717817,29.9623782251,5847312.0,1202228.0,1145434.0,1145185.0,1145185.0,5847312.0,65519.5115207373,68684.3768115942,33453.7176470588,1145185.0,5847312.0,0.0,41.0,0.0,1145185.0,0.0,,,149120.89558717,0.0,14217734.0,14217666.0
VPN-CHAT,8078535.0,3394.9224704727,14.9779632074,4575875.0,4572539.0,4570308.0,4570308.0,4570308.0,2672684.0,130298.951612903,140728.438596491,67321.125,2649826.0,1613777.0,0.0,47.0,0.0,1554454.0,1651701.46966469,,,468289.460581898,1668666.7496548,8078535.0,8021521.0
VPN-CHAT,14459867.0,3319.2559793254,15.8369368128,3311457.0,1353785.0,1353777.0,1353688.0,1353688.0,1606189.77777778,119502.495867769,136410.660377359,63420.4692982456,1183660.44444444,1095706.0,0.0,47.0,0.0,1091252.0,748427.462377664,,,254318.206730116,95672.5589388241,14459802.0,14459530.0
VPN-CHAT,14209100.0,966.5636810213,4.3634009191,12824238.0,11893640.0,11893829.0,11893570.0,11893570.0,12800000.0,442188.53125,507458.535714286,232936.06557377,11900000.0,12824238.0,0.0,50.0,0.0,11893570.0,0.0,,,1526297.65313854,0.0,14150033.0,14208839.0
VPN-CHAT,13958413.0,1136.0890382023,5.4447450437,8213804.0,8210811.0,8211106.0,8210782.0,8210782.0,4065471.0,356551.692307692,398802.942857143,186112.173333333,4044511.0,1447224.0,0.0,57.0,0.0,1394261.0,3633527.70729033,,,1003065.70751438,3652393.65213972,13905516.0,13958103.0
VPN-CHAT,14737372.0,2882.6034926716,14.3851970351,3110593.0,2221341.0,2168669.0,2168589.0,2168589.0,1841523.625,137732.448598131,143068.233009709,69845.36492891,1402862.25,1095073.0,0.0,45.0,0.0,1009516.0,713632.44002166,,,291852.082781851,397085.200654991,14737372.0,14736028.0
VPN-CHAT,14432424.0,2495.0070757345,12.5412058293,3123382.0,1477405.0,1425568.0,1425265.0,1425265.0,2053331.57142857,156260.75,165885.494252874,80180.1333333333,1265098.85714286,1321089.0,0.0,62.0,0.0,1028681.0,633819.061010148,,,280392.306346145,143534.89195422,14375989.0,14432038.0
VPN-CHAT,14619248.0,3901.2266568021,19.3580408513,7689596.0,2690287.0,2689771.0,2689771.0,2689771.0,4286005.66666667,101881.587412587,105934.623188406,51841.304964539,2392244.33333333,2220444.0,0.0,36.0,0.0,1918538.0,2969957.3118804,,,272805.949666734,414704.161158088,14569067.0,14618978.0
VPN-CHAT,12497342.0,3223.1653738851,16.5635220673,2639135.0,2031759.0,1972744.0,1972434.0,1972434.0,1731583.0,120166.75,123697.207920792,60666.7087378641,1309823.42857143,1127362.0,0.0,45.0,0.0,1017605.0,577273.871489232,,,255897.541146619,348520.020230477,12497342.0,12493418.0
VPN-CHAT,6332012.0,3572.0083916455,14.3714193845,3807878.0,3757670.0,3800256.0,3748188.0,3748188.0,3135761.5,137652.434782609,146101.023255814,70355.6888888889,3089875.5,2463645.0,0.0,63.0,0.0,2431563.0,950516.26979421,,,468347.279123956,930994.465779201,6332012.0,6282344.0
VPN-CHAT,14777744.0,2320.584251561,11.2331083824,2194618.0,1994766.0,1952652.0,1952558.0,1952558.0,1579737.2,175316.380952381,184717.2375,89562.0848484849,1312052.4,1152786.0,0.0,43.0,0.0,1022352.0,481205.205605104,,,293969.758120563,369601.744772059,14726576.0,14777379.0
VPN-CHAT,14267520.0,2874.0103395685,12.2656214955,4857107.0,2021614.0,1968990.0,1968930.0,1968930.0,2842002.0,159691.584269663,169847.702380952,81997.2413793104,1224700.6,1157233.0,0.0,43.0,0.0,1003086.0,1381981.17139408,,,277148.396736666,417603.480277703,14212551.0,14267207.0
VPN-CHAT,14956510.0,4525.9890174914,21.0610630421,10154127.0,1159827.0,1107295.0,1107167.0,1107167.0,7476107.0,93478.1875,97727.7843137255,47632.1974522293,1074649.5,4798087.0,0.0,46.0,0.0,1042132.0,3787292.20430626,,,178637.051066997,45986.6895035944,14956510.0,14952351.0
VPN-CHAT,14526928.0,1488.1329349192,7.7098199977,4702875.0,2819670.0,2772114.0,2771847.0,2771847.0,2953228.25,254855.5,259409.428571429,130873.225225225,1624289.5,1542570.0,0.0,44.0,0.0,1063797.0,1305330.63893939,,,382600.621219977,793948.350186585,13762197.0,14526928.0
VPN-CHAT,4887052.0,1005.5141627304,5.1155584184,4823963.0,3873416.0,3873679.0,3873320.0,3873320.0,4823963.0,402143.0,444254.818181818,203627.166666667,3873320.0,4823963.0,0.0,69.0,0.0,3873320.0,0.0,,,801471.69975371,0.0,4825716.0,4886803.0
VPN-CHAT,14502060.0,1635.2849181427,7.9988636097,2500923.0,2132622.0,2067964.0,2067581.0,2067581.0,1828118.0,250034.896551724,258959.142857143,126104.869565217,1539830.0,1182533.0,0.0,72.0,0.0,1125132.0,598083.950380156,,,347925.291224167,392299.114082184,14502024.0,14501712.0
VPN-CHAT,14438185.0,2176.1738057796,10.2505959025,14384337.0,1239685.0,1239878.0,1239625.0,1239625.0,14400000.0,194412.486486486,200526.819444444,98218.9455782313,1239625.0,14384337.0,0.0,57.0,0.0,1239625.0,0.0,,,236043.789510397,0.0,14386524.0,14437931.0
VPN-CHAT,14811635.0,1838.7571662413,9.2494852864,7119168.0,2447530.0,2404324.0,2404047.0,2404047.0,4748459.0,216955.485294118,221067.910447761,108909.080882353,1985091.0,2377750.0,0.0,75.0,0.0,1566135.0,3352688.82023981,,,314574.594322851,592493.257236739,14752973.0,14811550.0
VPN-CHAT,6961954.0,773.2024658594,4.3091350503,6960268.0,5356539.0,5299879.0,5299751.0,5299751.0,6960268.0,497280.142857143,497264.071428571,240067.379310345,5299751.0,6960268.0,1.0,58.0,1.0,5299751.0,0.0,,,991886.702051734,0.0,6961922.0,6961697.0
VPN-CHAT,14144025.0,4138.3552418778,18.5944241473,3152246.0,3082433.0,3135944.0,3081893.0,3081893.0,2347441.66666667,106324.22556391,110105.140625,53984.8282442748,2237452.83333333,1855625.0,0.0,63.0,0.0,1804656.0,613418.592730011,,,343583.313028378,534816.357096122,14141122.0,14093458.0
VPN-CHAT,14965438.0,5277.9611261628,22.318090523,2373095.0,2301839.0,2365846.0,2291972.0,2291972.0,1867997.75,89066.625,91159.1280487805,44941.2552552553,1813318.125,1695993.0,0.0,41.0,0.0,1636148.0,230083.097465894,,,279781.515761715,219061.415250178,14963193.0,14950097.0
VPN-CHAT,13635231.0,4992.4346716238,21.5617909224,2415926.0,2366232.0,2404383.0,2354467.0,2354467.0,1945684.42857143,92756.6734693878,86200.1724137931,46536.6245733788,1805385.14285714,1134032.0,0.0,41.0,0.0,1134032.0,405676.363996128,,,282117.250478011,369232.475982692,13635231.0,12499025.0
VPN-CHAT,12924494.0,6323.9613094331,27.1577363106,2927564.0,1926652.0,1975877.0,1924763.0,1924763.0,1922526.66666667,73843.4514285714,73989.0632183908,36927.1257142857,1607308.16666667,1375125.0,0.0,41.0,0.0,1314179.0,541499.124244229,,,222227.036712493,254101.888567493,12922604.0,12874097.0
VPN-CHAT,14278678.0,5973.5221986237,25.4925561036,3246254.0,1633712.0,1677909.0,1626092.0,1626092.0,1721190.66666667,75523.9312169312,82489.7572254335,39335.2011019284,1394793.66666667,1208611.0,0.0,42.0,0.0,1130934.0,755933.848144444,,,209400.325289165,166088.253118836,14274023.0,14270728.0
VPN-CHAT,14665892.0,5698.3237023701,24.6149364798,8052191.0,2352510.0,2369364.0,2349260.0,2349260.0,8052191.0,80575.6263736264,82576.988700565,40738.5888888889,2349260.0,8052191.0,0.0,41.0,0.0,2349260.0,0.0,,,209878.266636616,0.0,14664764.0,14616127.0
VPN-CHAT,14487646.0,2402.2536166331,10.7677948509,6615186.0,6543291.0,6608577.0,6540747.0,6540747.0,3606969.0,185526.448717949,189892.828947368,93468.6838709678,3026913.75,2157900.0,0.0,42.0,0.0,1015523.0,2045272.41845131,,,600668.640432588,2504544.79459493,14471063.0,14431855.0
VPN-CHAT,14797200.0,4374.476252264,19.2604006163,3903274.0,3386723.0,3425463.0,3374648.0,3374648.0,2947236.8,101967.572413793,106922.043478261,52102.8169014085,2321907.8,1748209.0,0.0,41.0,0.0,1687922.0,880020.929486879,,,326011.476184361,690690.760236048,14785298.0,14755242.0
VPN-CHAT,14854235.0,5489.4109323032,23.2930204753,2684678.0,1866833.0,1838723.0,1786871.0,1786871.0,1642571.88888889,82975.2793296089,89726.9272727273,43055.7536231884,1459279.55555556,1151472.0,0.0,40.0,0.0,1092159.0,458663.256844263,,,239806.293474285,292482.130435182,14852575.0,14804943.0
VPN-CHAT,12508968.0,1588.3804323426,7.5146087191,3711016.0,3650758.0,3709824.0,3650758.0,3650758.0,2075353.0,264916.319148936,277977.066666667,134505.032258065,2026957.83333333,1072006.0,0.0,63.0,0.0,1019351.0,1139586.00453805,,,565175.962352818,1131418.57753157,12451067.0,12508968.0
VPN-CHAT,5282242.0,495.0549406862,5.6794065853,4917564.0,4885367.0,4885500.0,4885246.0,4885246.0,4917564.0,373542.428571429,377292.642857143,182146.275862069,4885246.0,4917564.0,0.0,71.0,0.0,4885246.0,0.0,,,905820.657112315,0.0,5229594.0,5282097.0
VPN-CHAT,14539552.0,1646.6807230374,8.184571299,3072278.0,2130219.0,2066857.0,2066716.0,2066716.0,1718039.625,233645.5,264349.4,123216.542372881,1536545.0,1110508.0,0.0,62.0,0.0,1053306.0,665126.211073924,,,411625.41187243,414599.356915806,14486021.0,14539217.0
VPN-CHAT,5517148.0,1715.0165266547,8.8814003177,2564910.0,2563070.0,2563278.0,2563028.0,2563028.0,1821528.66666667,227745.375,239870.434782609,114940.583333333,1677154.33333333,1426404.0,1.0,61.0,1.0,1052255.0,644213.479691968,,,440620.526165685,788472.869777923,5465889.0,5517020.0
VPN-FT,3677148.0,358673.08033291,387.5285955311,-1.0,269993.0,266250.0,266230.0,-1.0,0.0,7455.1853448276,3834.3566214807,2582.2668539326,0.0,-1.0,3.0,0.0,0.0,-1.0,0.0,,,20748.3727178695,0.0,3459206.0,3677148.0
VPN-FT,225871.0,15145.8133182215,287.7748803521,-1.0,-1.0,116956.0,116956.0,-1.0,0.0,0.0,3584.4603174603,3529.234375,0.0,-1.0,-1.0,22.0,22.0,-1.0,0.0,,,15419.8763775768,0.0,0.0,225821.0
VPN-FT,43.0,2139534.88372093,46511.6279069767,-1.0,-1.0,-1.0,43.0,-1.0,0.0,0.0,0.0,43.0,0.0,-1.0,-1.0,-1.0,43.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
VPN-FT,3792471.0,383789.618958194,383.9185586389,-1.0,275472.0,266049.0,266029.0,-1.0,0.0,9105.0637755102,3571.0649717514,2606.5092783505,0.0,-1.0,8.0,0.0,0.0,-1.0,0.0,,,21759.7250152135,0.0,3569185.0,3792471.0
VPN-FT,230833.0,12116.9850064765,229.6032196436,-1.0,-1.0,149448.0,149448.0,-1.0,0.0,0.0,4525.4117647059,4439.0961538462,0.0,-1.0,-1.0,22.0,22.0,-1.0,0.0,,,20863.3052104478,0.0,0.0,230796.0
VPN-FT,15.0,6133333.33333333,133333.333333333,-1.0,-1.0,-1.0,15.0,-1.0,0.0,0.0,0.0,15.0,0.0,-1.0,-1.0,-1.0,15.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
VPN-FT,3037844.0,305824.788896336,311.7342431014,-1.0,268014.0,261864.0,258534.0,-1.0,0.0,10599.7698113208,4467.4176470588,3211.2515856237,0.0,-1.0,18.0,1.0,1.0,-1.0,0.0,,,25304.4122739551,0.0,2808939.0,3037844.0
VPN-FT,228778.0,14044.1825700024,266.6340294958,-1.0,-1.0,163666.0,163666.0,-1.0,0.0,0.0,3877.186440678,3812.9666666667,0.0,-1.0,-1.0,12.0,12.0,-1.0,0.0,,,21371.7103679073,0.0,0.0,228754.0
VPN-FT,7.0,13100000.0,285714.285714286,-1.0,-1.0,-1.0,7.0,-1.0,0.0,0.0,0.0,7.0,0.0,-1.0,-1.0,-1.0,7.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
VPN-FT,5346904.0,472576.840728766,508.3315503701,-1.0,277801.0,291408.0,268522.0,-1.0,0.0,5780.0463276836,2920.2097214637,1967.9440559441,0.0,-1.0,7.0,0.0,0.0,-1.0,0.0,,,18240.3860598227,0.0,5115341.0,5346904.0
VPN-FT,253685.0,13280.2491278554,252.2813725683,-1.0,-1.0,224326.0,224326.0,-1.0,0.0,0.0,4090.9838709678,4026.746031746,0.0,-1.0,-1.0,13.0,13.0,-1.0,0.0,,,28212.4023988011,0.0,0.0,253641.0
VPN-FT,11.0,8363636.36363637,181818.181818182,-1.0,-1.0,-1.0,11.0,-1.0,0.0,0.0,0.0,11.0,0.0,-1.0,-1.0,-1.0,11.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
VPN-FT,11861914.0,273.3117100664,1.7703719653,7118775.0,6636217.0,6596919.0,6596882.0,6596882.0,5651203.0,1449262.0,1078355.81818182,593095.7,5134701.0,4183631.0,4448.0,447.0,20.0,3672520.0,2075460.22615877,,,1627612.80226929,2067836.20084401,11594096.0,11861914.0
VPN-FT,1027919.0,6479.1097353002,18.4839466923,-1.0,283077.0,273382.0,273334.0,-1.0,0.0,87110.7777777778,97351.0,57106.6111111111,0.0,-1.0,60.0,54.0,27.0,-1.0,0.0,,,104912.433552737,0.0,783997.0,778808.0
VPN-FT,95.0,2536842.10526316,31578.947368421,-1.0,-1.0,72.0,72.0,-1.0,0.0,0.0,47.5,47.5,0.0,-1.0,-1.0,23.0,23.0,-1.0,0.0,,,34.6337985211,0.0,0.0,95.0
VPN-FT,59.0,1355932.20338983,33898.3050847458,-1.0,-1.0,59.0,59.0,-1.0,0.0,0.0,59.0,59.0,0.0,-1.0,-1.0,59.0,59.0,-1.0,0.0,,,0.0,0.0,0.0,59.0
VPN-FT,14238637.0,654.8379595603,1.4046288279,3004941.0,3006036.0,2773473.0,2773473.0,2773473.0,2800139.4,2334531.5,1186553.08333333,749401.947368421,2565649.4,2000922.0,34.0,13.0,4.0,1768672.0,446790.514869721,,,1139392.21638883,445553.880379298,14007189.0,14238637.0
VPN-FT,1433333.0,1801.3957677665,11.8604678745,-1.0,229819.0,312466.0,266411.0,-1.0,0.0,125339.555555556,238888.833333333,89583.3125,0.0,-1.0,5224.0,201.0,20.0,-1.0,0.0,,,103914.537149986,0.0,1128056.0,1433333.0
VPN-FT,1264474.0,1042.3306449955,7.908426745,-1.0,777560.0,738257.0,738203.0,-1.0,0.0,316105.0,316104.5,140497.111111111,0.0,-1.0,27.0,25115.0,27.0,-1.0,0.0,,,243890.977500678,0.0,1264420.0,1264418.0
VPN-FT,2147595.0,169436.043574324,161.5760886014,-1.0,283492.0,274154.0,274121.0,-1.0,0.0,25926.3783783784,7924.704797048,6206.9219653179,0.0,-1.0,29.0,1.0,1.0,-1.0,0.0,,,36179.7003151276,0.0,1918552.0,2147595.0
VPN-FT,211936.0,14424.1657858976,273.6675222709,-1.0,-1.0,180125.0,180125.0,-1.0,0.0,0.0,3783.5892857143,3718.1754385965,0.0,-1.0,-1.0,17.0,17.0,-1.0,0.0,,,23818.7000894426,0.0,0.0,211881.0
VPN-FT,15.0,6133333.33333333,133333.333333333,-1.0,-1.0,-1.0,15.0,-1.0,0.0,0.0,0.0,15.0,0.0,-1.0,-1.0,-1.0,15.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
VPN-FT,14525705.0,220.505648435,1.5145564363,6686049.0,6215594.0,6175901.0,6175857.0,6175857.0,4841890.0,1786686.125,1210475.41666667,691700.238095238,4318980.0,3553836.0,223335.0,407.0,21.0,3003446.0,1638483.79534572,,,1608299.56677176,1654036.59904081,14293489.0,14525705.0
VPN-FT,972348.0,6849.3995976749,19.5403291826,-1.0,274318.0,271721.0,271699.0,-1.0,0.0,83358.7777777778,92365.375,54019.3333333333,0.0,-1.0,55.0,114.0,8.0,-1.0,0.0,,,100718.354706402,0.0,750229.0,738923.0
VPN-FT,248.0,1681451.61290323,12096.7741935484,-1.0,-1.0,189.0,189.0,-1.0,0.0,0.0,124.0,124.0,0.0,-1.0,-1.0,59.0,59.0,-1.0,0.0,,,91.9184421104,0.0,0.0,248.0
VPN-FT,25.0,3200000.0,80000.0,-1.0,-1.0,25.0,25.0,-1.0,0.0,0.0,25.0,25.0,0.0,-1.0,-1.0,25.0,25.0,-1.0,0.0,,,0.0,0.0,0.0,25.0
VPN-FT,12227881.0,552.0171483514,1.2267047741,3012008.0,3004813.0,2771297.0,2771297.0,2771297.0,2999559.0,2999504.25,1358653.44444444,873420.071428571,2765188.5,2987841.0,2985376.0,229645.0,31.0,2755724.0,9889.5640112865,,,1245840.84711219,7124.4300824698,11998017.0,12227881.0
VPN-FT,2203322.0,157323.80469128,147.5045408706,-1.0,272688.0,269680.0,269628.0,-1.0,0.0,30771.796875,8507.0347490348,6800.3765432099,0.0,-1.0,19.0,1.0,1.0,-1.0,0.0,,,38536.554962381,0.0,1969395.0,2203322.0
VPN-FT,256160.0,6047.0018738289,113.2104934416,-1.0,-1.0,224198.0,224198.0,-1.0,0.0,0.0,9486.5555555556,9148.5714285714,0.0,-1.0,-1.0,8.0,8.0,-1.0,0.0,,,42218.0642598232,0.0,0.0,256137.0
VPN-FT,5.0,18400000.0,400000.0,-1.0,-1.0,-1.0,5.0,-1.0,0.0,0.0,0.0,5.0,0.0,-1.0,-1.0,-1.0,5.0,-1.0,0.0,,,0.0,0.0,0.0,0.0
VPN-FT,975026.0,6715.7183500748,19.4866598429,-1.0,264639.0,255265.0,255214.0,-1.0,0.0,82658.2222222222,93265.875,54168.1111111111,0.0,-1.0,63.0,47.0,21.0,-1.0,0.0,,,98515.6792563492,0.0,743924.0,746127.0
VPN-FT,95.0,2705263.15789474,31578.947368421,-1.0,-1.0,68.0,68.0,-1.0,0.0,0.0,47.5,47.5,0.0,-1.0,-1.0,27.0,27.0,-1.0,0.0,,,28.9741263889,0.0,0.0,95.0
VPN-FT,147.0,544217.68707483,13605.4421768707,-1.0,-1.0,147.0,147.0,-1.0,0.0,0.0,147.0,147.0,0.0,-1.0,-1.0,147.0,147.0,-1.0,0.0,,,0.0,0.0,0.0,147.0
VPN-FT,14999208.0,687.3029562628,1.4000739239,3000511.0,3058112.0,2772510.0,2772510.0,2772510.0,2801717.0,2334607.5,1153785.23076923,749960.4,2561559.6,2009944.0,119.0,79.0,28.0,1724313.0,442615.23046914,,,1108763.74564077,468037.656408168,14007645.0,14999208.0
VPN-FT,6775283.0,496.9534113926,3.3946921479,2906005.0,2167417.0,2130022.0,2129970.0,2129970.0,2782917.0,817653.375,521175.615384615,307967.409090909,1910263.5,2659829.0,225755.0,517.0,25.0,1690557.0,174072.718962507,,,562633.231774116,310711.912039915,6541227.0,6775283.0
VPN-FT,14769546.0,531.5667793716,1.2187239879,3015461.0,3447047.0,2772167.0,2772167.0,2772167.0,2953909.2,2002891.66666667,1476948.3,868796.823529412,2676455.0,2769634.0,1845.0,227579.0,16.0,2325110.0,103547.536056876,,,1213374.10840679,196559.032044447,12017350.0,14769483.0
VPN-FT,14995442.0,866918.227552079,939.3521044595,-1.0,297027.0,289498.0,289482.0,-1.0,0.0,3151.3915456875,1595.2597872341,1064.6391196308,0.0,-1.0,2.0,0.0,-3.0,-1.0,0.0,,,11410.8982363309,0.0,14761118.0,14995442.0
VPN-FT,14765329.0,628.2284668361,1.3545245081,3001196.0,3009832.0,2779166.0,2779166.0,2779166.0,2755082.4,2336861.83333333,1230441.83333333,777122.578947368,2570013.6,2008565.0,63.0,32.0,11.0,1780087.0,427774.249432513,,,1134282.88705428,441662.31828406,14021171.0,14765302.0
VPN-FT,14999044.0,1130235.50034256,1218.2776448952,-1.0,233728.0,248313.0,233728.0,-1.0,0.0,2493.6066500416,1222.7330287206,820.8758756567,0.0,-1.0,2.0,0.0,-4.0,-1.0,0.0,,,9527.0369904722,0.0,14999044.0,14985816.0
VPN-FT,14765851.0,451.7179538111,1.0158574673,3009360.0,3017102.0,2764711.0,2764711.0,2764711.0,2953170.2,3000467.0,1640648.77777778,1054703.64285714,2760479.2,2764723.0,2992098.0,228835.0,6.0,2747375.0,105556.411195389,,,1323171.4548536,7422.8528848415,12001868.0,14765839.0
VPN-FT,62742938.0,17.037774036,0.1434424381,60013300.0,2256466.0,60013269.0,60013269.0,60013269.0,31400000.0,1254296.0,12500000.0,7842867.25,31100000.0,2729638.0,252126.0,1666.0,31.0,2219167.0,40500000.0,,,21100000.0,40900000.0,2508592.0,62742938.0
